account_id,district_name,open_date,statement_frequency,num_customers,credit_cards,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
1115,Chomutov,1993-03-27,monthly,2,0,FALSE,NA,NA,NA,NA,NA,9700,15,0,25710,300
1116,Hl.m. Praha,1993-07-20,monthly,1,1,FALSE,NA,NA,NA,NA,NA,21920,15,6,62748,900
1117,Frydek - Mistek,1996-08-29,monthly,1,0,FALSE,NA,NA,NA,NA,NA,12550,15,0,29039,400
1118,Rychnov nad Kneznou,1993-07-04,monthly,1,0,FALSE,NA,NA,NA,NA,NA,20100,15,0,46241,200
1120,Hl.m. Praha,1993-10-05,monthly,2,0,FALSE,NA,NA,NA,NA,NA,11000,15,0,33703,900
1121,Ceska Lipa,1996-04-17,monthly,1,1,FALSE,NA,NA,NA,NA,NA,25300,15,18,85002,800
1122,Rakovnik,1995-08-12,monthly,1,0,FALSE,NA,NA,NA,NA,NA,27700,15,0,50091,500
1123,Rakovnik,1993-11-01,monthly,2,0,FALSE,NA,NA,NA,NA,NA,15500,15,0,58965,400
1124,Plzen - mesto,1996-06-02,monthly,1,0,FALSE,NA,NA,NA,NA,NA,63600,15,0,136665,900
1126,Breclav,1993-03-08,monthly,1,0,FALSE,NA,NA,NA,NA,NA,29000,15,0,61600,1100
1127,Plzen - jih,1993-01-27,monthly,1,1,FALSE,NA,NA,NA,NA,NA,61100,15,35,119594,600
1128,Ostrava - mesto,1993-11-21,monthly,1,0,FALSE,NA,NA,NA,NA,NA,11850,15,0,66388,400
1129,Jablonec n. Nisou,1995-03-03,monthly,1,0,FALSE,NA,NA,NA,NA,NA,35680,15,0,91649,600
1130,Hl.m. Praha,1997-05-11,monthly,1,0,FALSE,NA,NA,NA,NA,NA,6300,15,0,42810,200
1133,Hl.m. Praha,1993-11-01,monthly,2,0,FALSE,NA,NA,NA,NA,NA,9700,15,0,24429,900
1134,Kutna Hora,1993-02-09,monthly,1,0,FALSE,NA,NA,NA,NA,NA,11400,15,0,51583,400
1135,Hl.m. Praha,1995-07-17,monthly,2,0,FALSE,NA,NA,NA,NA,NA,4200,15,0,51501,500
1136,Pribram,1993-08-07,monthly,1,0,FALSE,NA,NA,NA,NA,NA,32600,15,0,99018,900
1137,Prostejov,1995-12-19,monthly,2,0,FALSE,NA,NA,NA,NA,NA,2500,15,0,21141,900
1138,Usti nad Labem,1997-04-07,monthly,1,0,FALSE,NA,NA,NA,NA,NA,14800,2000,0,32617,1000
1140,Semily,1997-11-07,monthly,1,0,FALSE,NA,NA,NA,NA,NA,5040,15,0,46782,800
1141,Plzen - sever,1997-02-16,monthly,1,0,FALSE,NA,NA,NA,NA,NA,6700,15,0,31266,600
1142,Ostrava - mesto,1995-10-19,monthly,1,0,FALSE,NA,NA,NA,NA,NA,5400,15,0,30656,600
1144,Kromeriz,1993-01-28,monthly,1,0,FALSE,NA,NA,NA,NA,NA,5220,15,0,28250,200
1145,Tachov,1993-07-03,monthly,2,0,FALSE,NA,NA,NA,NA,NA,4050,15,0,27637,900
1146,Bruntal,1993-09-12,monthly,2,1,FALSE,NA,NA,NA,NA,NA,63700,15,13,120704,1100
1147,Chrudim,1993-04-10,monthly,1,1,FALSE,NA,NA,NA,NA,NA,46880,15,24,85935,400
1149,Pisek,1995-09-07,monthly,1,1,FALSE,NA,NA,NA,NA,NA,26000,15,6,75460,200
1150,Rokycany,1997-10-08,monthly,1,0,FALSE,NA,NA,NA,NA,NA,22000,15,0,67985,1100
1151,Teplice,1995-06-23,monthly,1,1,FALSE,NA,NA,NA,NA,NA,26100,15,33,114558,300
1152,Jicin,1993-04-15,monthly,2,0,FALSE,NA,NA,NA,NA,NA,4000,15,0,25659,800
1153,Jablonec n. Nisou,1993-12-29,monthly,1,0,FALSE,NA,NA,NA,NA,NA,44200,15,0,63950,200
1155,Hradec Kralove,1996-10-04,monthly,1,0,FALSE,NA,NA,NA,NA,NA,11850,15,0,36553,1100
1156,Kromeriz,1997-12-09,monthly,1,1,FALSE,NA,NA,NA,NA,NA,19900,15,1,88203,300
1157,Melnik,1993-03-27,monthly,1,0,FALSE,NA,NA,NA,NA,NA,11500,15,0,48579,700
1158,Svitavy,1994-04-03,monthly,2,0,FALSE,NA,NA,NA,NA,NA,8900,15,0,55819,200
1159,Semily,1994-02-09,monthly,2,0,FALSE,NA,NA,NA,NA,NA,13760,15,0,56366,400
1161,Zdar nad Sazavou,1993-05-08,monthly,1,0,FALSE,NA,NA,NA,NA,NA,5700,15,0,49283,600
1164,Jablonec n. Nisou,1994-01-14,monthly,1,0,FALSE,NA,NA,NA,NA,NA,24800,15,0,72225,300
1165,Chrudim,1997-03-23,monthly,2,0,FALSE,NA,NA,NA,NA,NA,18200,15,0,44759,900
1166,Praha - zapad,1993-04-21,monthly,1,0,TRUE,149040,3105,48,expired,FALSE,23700,15,0,64577,200
1168,Rokycany,1994-11-03,monthly,2,0,FALSE,NA,NA,NA,NA,NA,9280,15,0,42586,400
1170,Klatovy,1996-03-26,monthly,1,0,FALSE,NA,NA,NA,NA,NA,23400,15,0,84628,200
1171,Pisek,1997-12-20,monthly,2,0,FALSE,NA,NA,NA,NA,NA,17920,15,0,62717,800
1172,Kutna Hora,1997-10-25,monthly,1,0,FALSE,NA,NA,NA,NA,NA,25200,200,0,61304,300
1173,Praha - zapad,1996-09-22,monthly,1,0,FALSE,NA,NA,NA,NA,NA,3960,15,0,20149,400
1174,Karvina,1995-03-21,monthly,1,0,FALSE,NA,NA,NA,NA,NA,23500,15,0,102450,900
1176,Prachatice,1996-10-24,monthly,1,0,FALSE,NA,NA,NA,NA,NA,10300,15,0,27718,1100
1177,Plzen - jih,1997-12-20,monthly,1,0,FALSE,NA,NA,NA,NA,NA,23680,15,0,61347,1100
1178,Usti nad Labem,1997-05-04,monthly,1,1,FALSE,NA,NA,NA,NA,NA,23200,15,2,71239,900
1179,Ostrava - mesto,1993-01-23,monthly,2,0,FALSE,NA,NA,NA,NA,NA,4000,15,0,27872,700
1180,Strakonice,1993-05-19,monthly,1,0,FALSE,NA,NA,NA,NA,NA,44000,15,0,103186,500
1181,Jesenik,1997-08-20,monthly,2,0,FALSE,NA,NA,NA,NA,NA,13920,15,0,36785,200
1182,Mlada Boleslav,1997-02-11,monthly,1,1,FALSE,NA,NA,NA,NA,NA,24091,15,1,71541,700
1183,Pribram,1995-05-08,monthly,2,0,FALSE,NA,NA,NA,NA,NA,6600,15,0,39814,700
1184,Ceske Budejovice,1994-05-06,monthly,1,0,FALSE,NA,NA,NA,NA,NA,41100,15,0,109566,700
1185,Pribram,1997-06-07,monthly,2,0,FALSE,NA,NA,NA,NA,NA,3920,15,0,25266,700
1186,Zlin,1997-12-17,monthly,1,0,FALSE,NA,NA,NA,NA,NA,22700,15,0,61465,600
1187,Brno - venkov,1996-07-28,monthly,1,0,FALSE,NA,NA,NA,NA,NA,9800,15,0,45258,1000
1188,Jindrichuv Hradec,1996-07-22,monthly,1,0,FALSE,NA,NA,NA,NA,NA,13760,15,0,43161,800
1189,Kromeriz,1993-03-19,monthly,2,0,FALSE,NA,NA,NA,NA,NA,6420,15,0,33494,600
1190,Usti nad Orlici,1996-09-09,monthly,1,0,FALSE,NA,NA,NA,NA,NA,24100,15,0,49499,500
1192,Rokycany,1996-05-02,monthly,1,1,FALSE,NA,NA,NA,NA,NA,17600,15,2,65917,200
1193,Rokycany,1994-01-05,monthly,1,0,FALSE,NA,NA,NA,NA,NA,24320,15,0,53669,200
1194,Hl.m. Praha,1994-04-15,monthly,1,1,FALSE,NA,NA,NA,NA,NA,46400,15,5,80672,500
1195,Havlickuv Brod,1996-12-27,monthly,2,0,FALSE,NA,NA,NA,NA,NA,12700,15,0,38424,800
1196,Rokycany,1996-01-16,monthly,2,0,FALSE,NA,NA,NA,NA,NA,60700,15,0,152656,800
1197,Frydek - Mistek,1993-09-07,monthly,1,1,FALSE,NA,NA,NA,NA,NA,4500,15,23,49539,1000
1198,Karvina,1997-04-20,monthly,2,0,FALSE,NA,NA,NA,NA,NA,20829,15,0,68774,1100
1199,Svitavy,1997-03-18,monthly,1,0,FALSE,NA,NA,NA,NA,NA,9800,15,0,57930,1000
1200,Decin,1993-05-07,monthly,1,0,FALSE,NA,NA,NA,NA,NA,26300,15,0,76903,300
1201,Trebic,1993-07-23,monthly,1,0,FALSE,NA,NA,NA,NA,NA,21280,15,0,79324,600
1203,Olomouc,1995-08-09,monthly,1,1,FALSE,NA,NA,NA,NA,NA,27200,15,20,110912,1000
1204,Rokycany,1993-12-03,monthly,1,1,FALSE,NA,NA,NA,NA,NA,47200,15,2,112206,800
1205,Opava,1994-10-08,monthly,2,0,FALSE,NA,NA,NA,NA,NA,6200,15,0,34401,1100
1206,Karvina,1995-10-21,monthly,2,0,FALSE,NA,NA,NA,NA,NA,6100,15,0,27067,900
1207,Bruntal,1993-06-08,monthly,1,0,FALSE,NA,NA,NA,NA,NA,20900,15,0,78382,700
1208,Kladno,1997-11-09,monthly,1,1,FALSE,NA,NA,NA,NA,NA,27360,15,0,66286,1000
1209,Cheb,1997-10-23,monthly,1,0,FALSE,NA,NA,NA,NA,NA,4200,15,0,25263,900
1210,Plzen - sever,1996-05-21,monthly,1,1,FALSE,NA,NA,NA,NA,NA,26600,15,13,78678,400
1211,Semily,1996-08-09,monthly,1,0,FALSE,NA,NA,NA,NA,NA,16100,15,0,49677,1100
1212,Karvina,1995-12-18,monthly,1,0,FALSE,NA,NA,NA,NA,NA,13100,15,0,36067,900
1213,Liberec,1996-05-08,monthly,2,0,FALSE,NA,NA,NA,NA,NA,3920,15,0,27195,200
1214,Most,1997-01-19,monthly,1,0,FALSE,NA,NA,NA,NA,NA,23900,15,0,71357,500
1215,Znojmo,1997-03-04,monthly,1,0,FALSE,NA,NA,NA,NA,NA,4900,15,0,35286,900
1216,Vsetin,1996-03-01,monthly,1,0,FALSE,NA,NA,NA,NA,NA,7400,15,0,28040,500
1217,Jesenik,1993-10-25,monthly,1,0,FALSE,NA,NA,NA,NA,NA,4050,15,0,29203,200
1218,Hl.m. Praha,1996-12-12,monthly,2,0,FALSE,NA,NA,NA,NA,NA,54000,15,0,102297,900
1219,Hl.m. Praha,1996-06-08,monthly,1,0,FALSE,NA,NA,NA,NA,NA,18720,15,0,38466,1100
1220,Hl.m. Praha,1995-07-15,monthly,1,1,FALSE,NA,NA,NA,NA,NA,3920,15,3,69477,900
1221,Jicin,1997-01-02,monthly,1,0,FALSE,NA,NA,NA,NA,NA,63500,1,0,120834,-1153
1222,Zdar nad Sazavou,1993-01-20,monthly,1,0,FALSE,NA,NA,NA,NA,NA,14300,15,0,47392,700
1223,Karvina,1996-08-10,monthly,1,0,FALSE,NA,NA,NA,NA,NA,15000,15,0,63438,200
1225,Kladno,1993-12-14,monthly,1,1,FALSE,NA,NA,NA,NA,NA,47360,15,23,86140,900
1226,Hl.m. Praha,1996-10-23,monthly,1,0,FALSE,NA,NA,NA,NA,NA,7300,15,0,31064,400
1227,Jesenik,1996-01-13,monthly,1,1,FALSE,NA,NA,NA,NA,NA,27520,15,9,63712,900
1228,Uherske Hradiste,1995-04-09,monthly,1,0,FALSE,NA,NA,NA,NA,NA,13700,15,0,48339,400
1229,Nachod,1997-12-10,monthly,1,0,FALSE,NA,NA,NA,NA,NA,16400,15,0,61435,500
1230,Hl.m. Praha,1997-05-03,monthly,2,1,FALSE,NA,NA,NA,NA,NA,62800,15,0,143853,700
1231,Melnik,1994-01-18,monthly,2,0,FALSE,NA,NA,NA,NA,NA,52700,15,0,69084,1000
1232,Rychnov nad Kneznou,1996-07-06,monthly,1,0,FALSE,NA,NA,NA,NA,NA,24000,15,0,78495,900
1233,Tachov,1996-02-08,monthly,1,0,FALSE,NA,NA,NA,NA,NA,3300,15,0,21063,3390
1234,Kutna Hora,1993-09-13,monthly,1,0,FALSE,NA,NA,NA,NA,NA,15000,15,0,35032,6390
1235,Sumperk,1993-11-23,monthly,1,0,FALSE,NA,NA,NA,NA,NA,7100,15,0,29723,500
1236,Prachatice,1993-05-05,monthly,1,0,FALSE,NA,NA,NA,NA,NA,28500,15,0,80518,1000
1237,Nymburk,1994-03-13,monthly,1,1,FALSE,NA,NA,NA,NA,NA,64400,15,3,148694,1100
1238,Hl.m. Praha,1995-10-29,monthly,2,0,FALSE,NA,NA,NA,NA,NA,12450,15,0,42756,600
1239,Hl.m. Praha,1993-04-10,monthly,1,0,FALSE,NA,NA,NA,NA,NA,12300,15,0,34267,900
1240,Hl.m. Praha,1997-09-11,monthly,1,0,FALSE,NA,NA,NA,NA,NA,12000,15,0,44667,800
1241,Blansko,1996-07-02,monthly,2,0,FALSE,NA,NA,NA,NA,NA,15040,15,0,32554,200
1243,Hl.m. Praha,1996-01-07,monthly,1,1,FALSE,NA,NA,NA,NA,NA,27300,15,4,110553,200
1244,Frydek - Mistek,1996-05-08,monthly,1,0,TRUE,35904,748,48,current,FALSE,8200,15,0,34279,900
1245,Frydek - Mistek,1997-11-12,monthly,1,0,FALSE,NA,NA,NA,NA,NA,13900,15,0,55121,1100
1246,Jihlava,1994-08-18,monthly,2,0,FALSE,NA,NA,NA,NA,NA,11000,15,0,42116,1100
1247,Klatovy,1993-06-08,monthly,1,0,TRUE,99696,2077,48,current,TRUE,63600,0,0,146738,-975
1248,Domazlice,1995-04-29,monthly,2,0,FALSE,NA,NA,NA,NA,NA,8900,15,0,33971,600
1249,Bruntal,1995-03-30,monthly,1,0,FALSE,NA,NA,NA,NA,NA,8940,15,0,59170,400
1250,Uherske Hradiste,1996-03-28,monthly,1,0,TRUE,182640,3805,48,current,FALSE,23900,15,0,64412,600
1253,Kolin,1997-04-13,monthly,1,1,FALSE,NA,NA,NA,NA,NA,28800,15,5,80043,700
1254,Ostrava - mesto,1995-03-28,monthly,1,0,FALSE,NA,NA,NA,NA,NA,64100,15,0,152484,800
1255,Frydek - Mistek,1997-07-02,monthly,1,0,FALSE,NA,NA,NA,NA,NA,72000,3,0,104284,-2745
1256,Louny,1994-04-21,monthly,1,0,TRUE,71064,1974,36,expired,FALSE,21000,15,0,55373,700
1257,Zdar nad Sazavou,1995-10-11,monthly,1,1,FALSE,NA,NA,NA,NA,NA,26300,15,5,67376,500
1258,Beroun,1996-09-01,monthly,2,0,FALSE,NA,NA,NA,NA,NA,4600,15,0,21153,700
1259,Olomouc,1997-04-12,monthly,1,0,FALSE,NA,NA,NA,NA,NA,17500,15,0,48740,500
1260,Kolin,1996-11-17,monthly,1,0,FALSE,NA,NA,NA,NA,NA,13120,15,0,54472,200
1261,Usti nad Orlici,1995-03-18,monthly,1,1,FALSE,NA,NA,NA,NA,NA,33760,15,2,103222,1000
1262,Rokycany,1997-01-19,monthly,1,0,FALSE,NA,NA,NA,NA,NA,12400,15,0,36952,400
1264,Hl.m. Praha,1997-02-16,monthly,2,1,FALSE,NA,NA,NA,NA,NA,16900,15,13,80128,900
1265,Semily,1996-02-25,monthly,1,0,FALSE,NA,NA,NA,NA,NA,21600,15,0,45137,300
1266,Hodonin,1996-07-01,monthly,1,0,FALSE,NA,NA,NA,NA,NA,38080,15,0,70874,1100
1267,Hradec Kralove,1996-08-05,monthly,1,1,FALSE,NA,NA,NA,NA,NA,29300,15,10,73525,400
1268,Ostrava - mesto,1993-07-25,monthly,1,0,FALSE,NA,NA,NA,NA,NA,6200,15,0,55301,800
1269,Usti nad Orlici,1994-03-28,monthly,2,0,FALSE,NA,NA,NA,NA,NA,17760,15,0,58412,400
1271,Pelhrimov,1996-06-18,monthly,1,0,FALSE,NA,NA,NA,NA,NA,8900,15,0,34546,1000
1273,Litomerice,1994-03-25,monthly,1,1,FALSE,NA,NA,NA,NA,NA,24300,15,1,93513,500
1275,Ceska Lipa,1996-06-26,monthly,1,0,FALSE,NA,NA,NA,NA,NA,14450,15,0,36774,300
1276,Liberec,1993-01-07,monthly,2,0,FALSE,NA,NA,NA,NA,NA,10880,15,0,47374,400
1277,Tachov,1993-06-20,monthly,2,0,FALSE,NA,NA,NA,NA,NA,8450,15,0,31462,1000
1279,Plzen - sever,1997-10-13,monthly,2,0,FALSE,NA,NA,NA,NA,NA,11500,15,0,29049,1000
1280,Karvina,1995-05-03,monthly,2,0,FALSE,NA,NA,NA,NA,NA,8300,15,0,55668,600
1281,Mlada Boleslav,1997-04-14,monthly,1,0,FALSE,NA,NA,NA,NA,NA,14600,15,0,103556,1100
1284,Brno - venkov,1997-07-02,monthly,1,0,TRUE,52512,4376,12,current,FALSE,43000,15,0,120420,1000
1285,Znojmo,1993-06-04,monthly,1,0,FALSE,NA,NA,NA,NA,NA,27500,15,0,67301,300
1287,Jablonec n. Nisou,1995-03-04,monthly,1,0,FALSE,NA,NA,NA,NA,NA,23600,15,0,101835,600
1288,Praha - zapad,1993-11-27,monthly,1,0,FALSE,NA,NA,NA,NA,NA,8400,15,0,33701,600
1289,Olomouc,1996-07-07,monthly,1,0,FALSE,NA,NA,NA,NA,NA,47040,15,0,93436,500
1291,Hl.m. Praha,1994-07-04,monthly,2,0,FALSE,NA,NA,NA,NA,NA,11000,15,0,33091,600
1292,Beroun,1994-09-03,monthly,1,0,FALSE,NA,NA,NA,NA,NA,40160,15,0,78251,1100
1293,Teplice,1996-09-03,monthly,1,0,FALSE,NA,NA,NA,NA,NA,28400,15,0,76987,800
1294,Novy Jicin,1994-11-27,monthly,1,0,FALSE,NA,NA,NA,NA,NA,41700,15,0,63568,300
1295,Cesky Krumlov,1994-10-28,monthly,1,0,FALSE,NA,NA,NA,NA,NA,5900,15,0,33509,600
1296,Svitavy,1996-12-02,monthly,2,0,FALSE,NA,NA,NA,NA,NA,6550,15,0,35638,800
1297,Karvina,1993-07-27,monthly,2,0,FALSE,NA,NA,NA,NA,NA,30560,15,0,111189,400
1298,Melnik,1996-01-20,monthly,1,0,FALSE,NA,NA,NA,NA,NA,20100,15,0,55965,400
1299,Hl.m. Praha,1993-06-21,monthly,1,0,FALSE,NA,NA,NA,NA,NA,7170,15,0,31368,200
1301,Pisek,1994-09-15,monthly,1,0,FALSE,NA,NA,NA,NA,NA,30800,15,0,68620,600
1302,Brno - venkov,1993-11-21,monthly,2,0,FALSE,NA,NA,NA,NA,NA,12050,15,0,36916,800
1303,Cheb,1997-09-08,monthly,1,0,FALSE,NA,NA,NA,NA,NA,4800,15,0,46502,1100
1304,Teplice,1996-04-27,monthly,1,1,FALSE,NA,NA,NA,NA,NA,58000,15,3,131152,400
1305,Hodonin,1993-08-25,monthly,1,1,FALSE,NA,NA,NA,NA,NA,37100,15,2,124052,400
1306,Hl.m. Praha,1995-03-22,monthly,1,0,FALSE,NA,NA,NA,NA,NA,19000,15,0,56898,600
1307,Breclav,1994-12-05,monthly,1,0,FALSE,NA,NA,NA,NA,NA,20000,15,0,36036,500
1308,Brno - mesto,1996-09-25,monthly,1,0,FALSE,NA,NA,NA,NA,NA,8800,15,0,35251,400
1309,Hl.m. Praha,1995-04-15,monthly,1,1,FALSE,NA,NA,NA,NA,NA,58000,15,5,114386,1000
1310,Hl.m. Praha,1996-02-22,monthly,1,0,FALSE,NA,NA,NA,NA,NA,17800,15,0,36978,1100
1311,Prostejov,1996-01-03,monthly,2,0,FALSE,NA,NA,NA,NA,NA,29120,15,0,46922,500
1312,Cheb,1994-10-15,monthly,1,0,FALSE,NA,NA,NA,NA,NA,18000,15,0,38562,400
1313,Jicin,1997-10-01,monthly,1,0,FALSE,NA,NA,NA,NA,NA,62300,15,0,165716,200
1314,Rychnov nad Kneznou,1993-12-03,monthly,1,1,FALSE,NA,NA,NA,NA,NA,19400,15,3,83815,600
1315,Rakovnik,1995-04-17,monthly,1,0,FALSE,NA,NA,NA,NA,NA,9920,15,0,53474,900
1316,Havlickuv Brod,1996-12-13,monthly,1,0,FALSE,NA,NA,NA,NA,NA,1830,15,0,20754,300
1317,Breclav,1994-02-18,monthly,2,0,FALSE,NA,NA,NA,NA,NA,13250,15,0,38887,1100
1318,Breclav,1997-12-22,monthly,1,0,TRUE,185544,5154,36,current,FALSE,25400,15,0,70888,200
1320,Jihlava,1996-11-18,monthly,1,0,FALSE,NA,NA,NA,NA,NA,23000,15,0,58757,1000
1321,Prostejov,1997-03-27,monthly,1,0,FALSE,NA,NA,NA,NA,NA,6240,15,0,34262,200
1322,Pelhrimov,1993-07-05,monthly,1,0,FALSE,NA,NA,NA,NA,NA,6550,15,0,31305,200
1323,Hradec Kralove,1996-05-20,monthly,2,0,FALSE,NA,NA,NA,NA,NA,20200,15,0,85936,600
1324,Havlickuv Brod,1996-11-05,monthly,2,0,FALSE,NA,NA,NA,NA,NA,21800,15,0,75712,300
1325,Plzen - mesto,1996-08-08,monthly,2,0,FALSE,NA,NA,NA,NA,NA,3450,15,0,24549,300
1326,Usti nad Orlici,1996-11-11,monthly,1,0,FALSE,NA,NA,NA,NA,NA,5600,15,0,33782,800
1327,Znojmo,1994-08-24,monthly,1,0,FALSE,NA,NA,NA,NA,NA,34200,15,0,91930,400
1328,Mlada Boleslav,1996-05-04,monthly,1,1,FALSE,NA,NA,NA,NA,NA,45100,15,6,112300,1100
1329,Blansko,1996-09-16,monthly,2,0,TRUE,23520,1960,12,expired,FALSE,11200,15,0,44667,500
1330,Frydek - Mistek,1996-10-22,monthly,1,1,FALSE,NA,NA,NA,NA,NA,58600,0,1,133568,-9373
1331,Kromeriz,1995-01-03,monthly,2,0,FALSE,NA,NA,NA,NA,NA,41900,15,0,60793,600
1332,Kromeriz,1993-03-25,monthly,1,0,FALSE,NA,NA,NA,NA,NA,36000,15,0,116646,300
1333,Tabor,1994-09-29,monthly,1,0,FALSE,NA,NA,NA,NA,NA,10500,15,0,43098,300
1334,Ostrava - mesto,1993-05-14,monthly,1,0,FALSE,NA,NA,NA,NA,NA,17440,15,0,42323,300
1335,Brno - mesto,1995-09-21,monthly,1,1,FALSE,NA,NA,NA,NA,NA,29600,15,6,60946,200
1336,Kolin,1997-02-26,monthly,1,0,FALSE,NA,NA,NA,NA,NA,26700,15,0,57296,300
1337,Cheb,1993-09-01,monthly,1,0,FALSE,NA,NA,NA,NA,NA,19600,15,0,71903,500
1338,Ostrava - mesto,1993-01-11,monthly,2,0,FALSE,NA,NA,NA,NA,NA,61500,15,0,157455,400
1339,Sumperk,1997-07-06,monthly,1,0,FALSE,NA,NA,NA,NA,NA,54500,15,0,103302,900
1340,Usti nad Orlici,1997-10-28,monthly,1,0,FALSE,NA,NA,NA,NA,NA,6600,15,0,30557,1000
1341,Liberec,1995-11-21,monthly,1,0,FALSE,NA,NA,NA,NA,NA,3540,15,0,21610,1100
1342,Nymburk,1997-10-09,monthly,2,0,FALSE,NA,NA,NA,NA,NA,29100,15,0,87446,700
1345,Plzen - sever,1993-10-19,monthly,2,1,FALSE,NA,NA,NA,NA,NA,36480,15,38,87095,200
1346,Ostrava - mesto,1997-07-01,monthly,1,0,FALSE,NA,NA,NA,NA,NA,6800,15,0,29869,400
1347,Mlada Boleslav,1996-11-24,monthly,1,0,FALSE,NA,NA,NA,NA,NA,3800,15,0,16871,500
1348,Brno - venkov,1997-11-12,monthly,2,0,FALSE,NA,NA,NA,NA,NA,12100,15,0,60347,300
1349,Prerov,1996-03-05,monthly,2,0,FALSE,NA,NA,NA,NA,NA,7900,15,0,30698,700
1351,Teplice,1996-03-29,monthly,1,0,FALSE,NA,NA,NA,NA,NA,4920,15,0,32946,300
1352,Hl.m. Praha,1994-09-23,monthly,1,0,FALSE,NA,NA,NA,NA,NA,35200,15,0,88471,500
1353,Trutnov,1994-04-21,monthly,1,0,FALSE,NA,NA,NA,NA,NA,16700,15,0,57363,700
1354,Tachov,1997-06-21,monthly,1,0,FALSE,NA,NA,NA,NA,NA,5500,15,0,22864,1000
1355,Hl.m. Praha,1997-08-16,monthly,1,0,FALSE,NA,NA,NA,NA,NA,21100,15,0,72658,1100
1356,Most,1997-02-01,monthly,1,0,FALSE,NA,NA,NA,NA,NA,21800,15,0,36883,1000
1357,Breclav,1995-11-20,monthly,1,0,FALSE,NA,NA,NA,NA,NA,5730,15,0,64822,900
1358,Most,1996-04-21,monthly,1,0,FALSE,NA,NA,NA,NA,NA,19700,15,0,58737,500
1359,Mlada Boleslav,1993-12-02,monthly,1,0,FALSE,NA,NA,NA,NA,NA,2700,100,0,71696,600
1360,Novy Jicin,1994-08-14,monthly,1,1,FALSE,NA,NA,NA,NA,NA,27300,15,55,100726,700
1361,Nachod,1996-12-09,monthly,2,0,FALSE,NA,NA,NA,NA,NA,25600,15,0,69347,1100
1362,Hl.m. Praha,1996-12-19,monthly,1,0,FALSE,NA,NA,NA,NA,NA,53200,15,0,110286,1000
1363,Praha - zapad,1997-03-23,monthly,1,0,FALSE,NA,NA,NA,NA,NA,39840,15,0,78381,1000
1365,Havlickuv Brod,1996-03-15,monthly,1,0,FALSE,NA,NA,NA,NA,NA,6180,15,0,71921,300
1366,Prostejov,1993-02-24,monthly,1,0,FALSE,NA,NA,NA,NA,NA,7500,1,0,41307,900
1367,Ostrava - mesto,1996-08-20,monthly,1,0,FALSE,NA,NA,NA,NA,NA,18200,15,0,47715,800
1368,Domazlice,1996-12-12,monthly,1,0,FALSE,NA,NA,NA,NA,NA,41600,15,0,133421,1100
1369,Ceska Lipa,1996-03-23,monthly,1,0,FALSE,NA,NA,NA,NA,NA,17120,15,0,59593,400
1370,Usti nad Orlici,1996-09-25,monthly,1,0,FALSE,NA,NA,NA,NA,NA,11500,15,0,49366,600
1371,Hl.m. Praha,1994-04-27,monthly,1,0,FALSE,NA,NA,NA,NA,NA,8100,15,0,28667,400
1372,Hl.m. Praha,1993-03-16,monthly,1,0,FALSE,NA,NA,NA,NA,NA,30600,15,0,111312,300
1373,Pardubice,1993-06-12,monthly,1,0,FALSE,NA,NA,NA,NA,NA,5790,15,0,25193,500
1374,Blansko,1996-09-26,monthly,1,0,TRUE,389136,8107,48,current,FALSE,61300,15,0,126404,700
1375,Prachatice,1994-04-27,monthly,1,0,TRUE,45336,1889,24,expired,FALSE,22000,15,0,93209,800
1376,Zlin,1995-09-20,monthly,2,0,FALSE,NA,NA,NA,NA,NA,7700,15,0,32149,700
1377,Hl.m. Praha,1996-09-25,monthly,2,0,FALSE,NA,NA,NA,NA,NA,3800,15,0,20969,300
1378,Kromeriz,1993-03-04,monthly,1,1,FALSE,NA,NA,NA,NA,NA,26600,15,5,114101,1100
1379,Pardubice,1997-10-01,monthly,1,1,FALSE,NA,NA,NA,NA,NA,11200,15,3,50332,700
1380,Blansko,1996-02-19,monthly,1,0,FALSE,NA,NA,NA,NA,NA,24900,15,0,85744,1100
1381,Hodonin,1993-11-01,monthly,2,0,FALSE,NA,NA,NA,NA,NA,5000,15,0,28999,1000
1382,Rychnov nad Kneznou,1993-08-03,monthly,1,0,FALSE,NA,NA,NA,NA,NA,3700,15,0,25243,800
1383,Praha - zapad,1996-04-15,monthly,1,0,FALSE,NA,NA,NA,NA,NA,8400,15,0,50913,1000
1385,Blansko,1997-05-08,monthly,2,0,FALSE,NA,NA,NA,NA,NA,16200,15,0,79028,1000
1387,Bruntal,1997-01-01,monthly,1,0,FALSE,NA,NA,NA,NA,NA,3800,200,0,48892,1100
1388,Rokycany,1994-05-02,monthly,1,1,FALSE,NA,NA,NA,NA,NA,40900,15,12,78299,700
1389,Chomutov,1997-08-05,monthly,1,0,TRUE,125472,5228,24,current,FALSE,60900,15,0,117375,800
1390,Jesenik,1996-12-30,monthly,1,0,FALSE,NA,NA,NA,NA,NA,22720,15,0,47088,400
1391,Cesky Krumlov,1996-12-21,monthly,2,0,FALSE,NA,NA,NA,NA,NA,17500,15,0,59291,600
1392,Prostejov,1993-04-28,monthly,1,0,FALSE,NA,NA,NA,NA,NA,57000,15,0,124909,700
